area,building_type,location,num_bath_rooms,num_bed_rooms,price
3 Beds,Apartment,"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",3 Beds,3 Beds,50.4 Lakh
3 Beds,Apartment,"Block G, Arambag Residential Area, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,45 Lakh
3 Beds,Apartment,"Block G, Arambag Residential Area, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,45 Lakh
,Plot,"Khilgaon, Dhaka",,,2.88 Crore
3 Beds,Apartment,"Block G, Arambag Residential Area, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,45 Lakh
2 Beds,Apartment,"Turag, Dhaka",2 Beds,2 Beds,46 Lakh
2 Beds,Apartment,"Turag, Dhaka",2 Beds,2 Beds,46 Lakh
2 Beds,Apartment,"Mohammadpur, Dhaka",2 Beds,2 Beds,31 Lakh
2 Beds,Apartment,"Turag, Dhaka",2 Beds,2 Beds,46 Lakh
,Plot,Dhaka,,,25 Lakh
,Plot,"Joyna Bari, Hemayetpur, Savar, Dhaka",,,74.75 Lakh
,Plot,"Bank Town, Savar, Dhaka",,,1.16 Crore
16 Beds,Building,"West Shewrapara, Mirpur, Dhaka",16 Beds,16 Beds,4 Crore
2 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",2 Beds,2 Beds,45 Lakh
2 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",2 Beds,2 Beds,45 Lakh
2 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",2 Beds,2 Beds,45 Lakh
4 Beds,Apartment,"Ibrahimpur, Dhaka",4 Beds,4 Beds,95 Lakh
2 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",2 Beds,2 Beds,45 Lakh
2 Beds,Apartment,"Bawnia, Turag, Dhaka",2 Beds,2 Beds,45 Lakh
,Plot,"Block VIP 3, Dumni, Dhaka",,,2.3 Crore
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,63 Lakh
,Plot,"Savar, Dhaka",,,40 Lakh
2 Beds,Apartment,"Block A, Bank Colony, Savar, Dhaka",2 Beds,2 Beds,30 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,63 Lakh
3 Beds,Apartment,"Eskaton, Dhaka",3 Beds,3 Beds,2.5 Crore
3 Beds,Apartment,"Arichpur, Tongi, Gazipur Sadar Upazila, Gazipur",3 Beds,3 Beds,38.15 Lakh
3 Beds,Apartment,"Arichpur, Tongi, Gazipur Sadar Upazila, Gazipur",3 Beds,3 Beds,38 Lakh
3 Beds,Apartment,"Block J, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.2 Crore
3 Beds,Apartment,"Arichpur, Tongi, Gazipur Sadar Upazila, Gazipur",3 Beds,3 Beds,38.15 Lakh
3 Beds,Apartment,"Block D, Section 11, Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh
2 Beds,Apartment,"Block C, Section 12, Mirpur, Dhaka",2 Beds,2 Beds,22 Lakh
3 Beds,Apartment,"Middle Paikpara, Mirpur, Dhaka",3 Beds,3 Beds,60 Lakh
2 Beds,Apartment,"Rupnagar R/A, Mirpur, Dhaka",2 Beds,2 Beds,28 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,39 Lakh
2 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",2 Beds,2 Beds,45 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,39 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,39 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,39 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,65 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,65 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,65 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,65 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,65 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,65 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,65 Lakh
2 Beds,Apartment,"Block D, Section 15, Mirpur, Dhaka",2 Beds,2 Beds,60 Lakh
3 Beds,Apartment,"Matikata, Cantonment, Dhaka",3 Beds,3 Beds,42 Lakh
3 Beds,Apartment,"Mohara, 4 No Chandgaon Ward, Chattogram",3 Beds,3 Beds,90 Lakh
3 Beds,Apartment,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",3 Beds,3 Beds,48 Lakh
2 Beds,Apartment,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",2 Beds,2 Beds,25 Lakh
3 Beds,Apartment,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",3 Beds,3 Beds,58 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,33.75 Lakh
3 Beds,Apartment,"Road No 16, Block J, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.36 Crore
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,45.75 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,45.75 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,45.75 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
3 Beds,Apartment,"19 No. South Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,62 Lakh
3 Beds,Apartment,"Chotopole, South Agrabad, Double Mooring, Chattogram",3 Beds,3 Beds,47.6 Lakh
,Plot,"Savar, Dhaka",,,50 Lakh
3 Beds,Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,63 Lakh
3 Beds,Apartment,"Faydabad, Dakshin Khan, Dhaka",3 Beds,3 Beds,48.7 Lakh
3 Beds,Apartment,"Agargaon, Dhaka",3 Beds,3 Beds,81 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,65 Lakh
3 Beds,Apartment,"Dakshin Kattali, 11 No. South Kattali Ward, Chattogram",3 Beds,3 Beds,38 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,1.52 Crore
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,60 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,56.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,56.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,1.52 Crore
2 Beds,Apartment,"Uttar Badda, Badda, Dhaka",2 Beds,2 Beds,54 Lakh
2 Beds,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",2 Beds,2 Beds,45 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
2 Beds,Apartment,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",2 Beds,2 Beds,37 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,56.25 Lakh
2 Beds,Apartment,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",2 Beds,2 Beds,37 Lakh
2 Beds,Apartment,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",2 Beds,2 Beds,37 Lakh
2 Beds,Apartment,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",2 Beds,2 Beds,37 Lakh
2 Beds,Apartment,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",2 Beds,2 Beds,37 Lakh
2 Beds,Apartment,"12 No. Sarai Para Ward, Double Mooring, Chattogram",2 Beds,2 Beds,46 Lakh
2 Beds,Apartment,"12 No. Sarai Para Ward, Double Mooring, Chattogram",2 Beds,2 Beds,46 Lakh
3 Beds,Apartment,"Vashantek, Cantonment, Dhaka",3 Beds,3 Beds,56.7 Lakh
2 Beds,Apartment,"12 No. Sarai Para Ward, Double Mooring, Chattogram",2 Beds,2 Beds,42 Lakh
2 Beds,Apartment,"12 No. Sarai Para Ward, Double Mooring, Chattogram",2 Beds,2 Beds,42 Lakh
3 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.15 Crore
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,30 Lakh
3 Beds,Apartment,"Bahaddarhat 1K. M, Bahaddarhat, 4 No Chandgaon Ward, Chattogram",3 Beds,3 Beds,59.4 Lakh
3 Beds,Apartment,"Faydabad, Dakshin Khan, Dhaka",3 Beds,3 Beds,37 Lakh
2 Beds,Apartment,"Bahaddarhat 1K. M, Bahaddarhat, 4 No Chandgaon Ward, Chattogram",2 Beds,2 Beds,49.95 Lakh
2 Beds,Apartment,"Bahaddarhat 1K. M, Bahaddarhat, 4 No Chandgaon Ward, Chattogram",2 Beds,2 Beds,49.95 Lakh
3 Beds,Apartment,"Bahaddarhat 1K. M, Bahaddarhat, 4 No Chandgaon Ward, Chattogram",3 Beds,3 Beds,59.4 Lakh
2 Beds,Apartment,"Bahaddarhat 1K. M, Bahaddarhat, 4 No Chandgaon Ward, Chattogram",2 Beds,2 Beds,49.95 Lakh
3 Beds,Apartment,"Bahaddarhat 1K. M, Bahaddarhat, 4 No Chandgaon Ward, Chattogram",3 Beds,3 Beds,59.4 Lakh
3 Beds,Apartment,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,45 Lakh
3 Beds,Apartment,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,45 Lakh
2 Beds,Apartment,"Bahaddarhat 1K. M, Bahaddarhat, 4 No Chandgaon Ward, Chattogram",2 Beds,2 Beds,49.95 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,84 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,86.75 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,77.95 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,84 Lakh
2 Beds,Apartment,"Mirpur, Dhaka",2 Beds,2 Beds,40 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,81.25 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,84 Lakh
3 Beds,Apartment,"Block E, Section 12, Mirpur, Dhaka",3 Beds,3 Beds,47.3 Lakh
3 Beds,Apartment,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,79 Lakh
3 Beds,Apartment,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,79 Lakh
3 Beds,Apartment,"Mohammadpur, Dhaka",3 Beds,3 Beds,84 Lakh
3 Beds,Apartment,"North Azampur, Dakshin Khan, Dhaka",3 Beds,3 Beds,73.13 Lakh
3 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.35 Crore
3 Beds,Apartment,"Sector 12, Uttara, Dhaka",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"North Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,80 Lakh
3 Beds,Apartment,"Panchlaish, Chattogram",3 Beds,3 Beds,1.15 Crore
3 Beds,Apartment,"Jhilpar, Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,72.5 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,79 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,79 Lakh
3 Beds,Apartment,"Sector 5, Uttara, Dhaka",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,79 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,58.5 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,58.5 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,67.5 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,63 Lakh
3 Beds,Apartment,"Auchpara, Tongi, Gazipur Sadar Upazila, Gazipur",3 Beds,3 Beds,35 Lakh
3 Beds,Apartment,"Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",3 Beds,3 Beds,72.72 Lakh
4 Beds,Apartment,"Mohammadi Housing LTD., Mohammadpur, Dhaka",4 Beds,4 Beds,90 Lakh
3 Beds,Apartment,"33 No. Firingee Bazaar Ward, Chattogram",3 Beds,3 Beds,75.2 Lakh
3 Beds,Apartment,"Section 10, Mirpur, Dhaka",3 Beds,3 Beds,88 Lakh
3 Beds,Apartment,"Tejkunipara, Tejgaon, Dhaka",3 Beds,3 Beds,74 Lakh
3 Beds,Apartment,"Section 10, Mirpur, Dhaka",3 Beds,3 Beds,92 Lakh
3 Beds,Apartment,"Section 10, Mirpur, Dhaka",3 Beds,3 Beds,88 Lakh
3 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.28 Crore
3 Beds,Apartment,"Section 10, Mirpur, Dhaka",3 Beds,3 Beds,88 Lakh
3 Beds,Apartment,"Section 10, Mirpur, Dhaka",3 Beds,3 Beds,88 Lakh
3 Beds,Apartment,"West Firojshah colony, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"Block B, Section 12, Mirpur, Dhaka",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,60.5 Lakh
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,60.5 Lakh
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,60.5 Lakh
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,60.5 Lakh
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,60.5 Lakh
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,60.5 Lakh
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,60.5 Lakh
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,60.5 Lakh
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,60.5 Lakh
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,60.5 Lakh
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,60.5 Lakh
3 Beds,Apartment,"Gulbag R/A, Star Housing Society, Kulgaon, Bayazid, Chattogram",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",3 Beds,3 Beds,55 Lakh
3 Beds,Apartment,"Mohammadpur, 7 No. West Sholoshohor Ward, Chattogram",3 Beds,3 Beds,67.5 Lakh
3 Beds,Apartment,"Mohammadpur, 7 No. West Sholoshohor Ward, Chattogram",3 Beds,3 Beds,67.72 Lakh
3 Beds,Apartment,"Colonel Jones Road, Colonel Hat, 10 No. North Kattali Ward, Chattogram",3 Beds,3 Beds,70 Lakh
2 Beds,Apartment,"Block A, Section 6, Mirpur, Dhaka",2 Beds,2 Beds,38 Lakh
3 Beds,Apartment,"Mohammadpur, 7 No. West Sholoshohor Ward, Chattogram",3 Beds,3 Beds,67.95 Lakh
3 Beds,Apartment,"Sector 13, Uttara, Dhaka",3 Beds,3 Beds,2.9 Crore
3 Beds,Apartment,"Gulshan 2, Gulshan, Dhaka",3 Beds,3 Beds,2.9 Crore
3 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.45 Crore
3 Beds,Apartment,"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",3 Beds,3 Beds,65 Lakh
2 Beds,Apartment,"Block C, Section 6, Mirpur, Dhaka",2 Beds,2 Beds,35 Lakh
4 Beds,Apartment,"Shyamoli, Dhaka",4 Beds,4 Beds,1.3 Crore
3 Beds,Apartment,"Mohakhali, Dhaka",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Block D, Section 15, Mirpur, Dhaka",3 Beds,3 Beds,1.25 Crore
3 Beds,Apartment,"Section 10, Mirpur, Dhaka",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Section 10, Mirpur, Dhaka",3 Beds,3 Beds,46.35 Lakh
3 Beds,Apartment,"Shah Ali Bag, Section 1, Mirpur, Dhaka",3 Beds,3 Beds,53.63 Lakh
3 Beds,Apartment,"Shah Ali Bag, Section 1, Mirpur, Dhaka",3 Beds,3 Beds,53.63 Lakh
3 Beds,Apartment,"Shah Ali Bag, Section 1, Mirpur, Dhaka",3 Beds,3 Beds,53.75 Lakh
3 Beds,Apartment,"Shah Ali Bag, Section 1, Mirpur, Dhaka",3 Beds,3 Beds,53.63 Lakh
3 Beds,Apartment,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,55 Lakh
3 Beds,Apartment,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,55 Lakh
3 Beds,Apartment,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,55 Lakh
3 Beds,Apartment,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",3 Beds,3 Beds,60 Lakh
3 Beds,Apartment,"Mohammadia Housing Society, Mohammadpur, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,55 Lakh
3 Beds,Apartment,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,55 Lakh
3 Beds,Apartment,"Gulshan 1, Gulshan, Dhaka",3 Beds,3 Beds,3.2 Crore
3 Beds,Apartment,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,54.5 Lakh
3 Beds,Apartment,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,54.5 Lakh
3 Beds,Apartment,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,54.5 Lakh
3 Beds,Apartment,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,54.5 Lakh
2 Beds,Apartment,"Khulshi Green Housing Society, Khulshi, Chattogram",2 Beds,2 Beds,55 Lakh
3 Beds,Apartment,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,54.5 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,50 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,79 Lakh
4 Beds,Apartment,"Avenue 7, Mirpur DOHS, Mirpur, Dhaka",4 Beds,4 Beds,1.6 Crore
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,79 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,72.5 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Dakshin Khan, Dhaka",3 Beds,3 Beds,63 Lakh
3 Beds,Apartment,"North Ibrahimpur, Ibrahimpur, Dhaka",3 Beds,3 Beds,1.08 Crore
18 Beds,Building,"Gazipur Sadar Upazila, Gazipur",18 Beds,18 Beds,2 Crore
3 Beds,Apartment,"Sector 7, Uttara, Dhaka",3 Beds,3 Beds,1.2 Crore
3 Beds,Apartment,"Bank Town, Savar, Dhaka",3 Beds,3 Beds,42.56 Lakh
4 Beds,Duplex,"Mohammadpur, Dhaka",4 Beds,4 Beds,2.3 Crore
3 Beds,Apartment,"Section 10, Mirpur, Dhaka",3 Beds,3 Beds,61 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,79 Lakh
3 Beds,Apartment,"Khulshi, Chattogram",3 Beds,3 Beds,1.2 Crore
3 Beds,Apartment,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",3 Beds,3 Beds,59 Lakh
3 Beds,Apartment,"Hatirpool, Dhaka",3 Beds,3 Beds,80 Lakh
3 Beds,Apartment,"Block G, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.35 Crore
6 Beds,Apartment,"DOHS, Ashulia, Savar, Dhaka",6 Beds,6 Beds,1.5 Crore
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"DOHS, Ashulia, Savar, Dhaka",3 Beds,3 Beds,78 Lakh
3 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.95 Crore
3 Beds,Apartment,"West Agargaon, Agargaon, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Gulshan 2, Gulshan, Dhaka",3 Beds,3 Beds,4.8 Crore
3 Beds,Apartment,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",3 Beds,3 Beds,82.5 Lakh
3 Beds,Apartment,"Block B, Section 12, Mirpur, Dhaka",3 Beds,3 Beds,67 Lakh
2 Beds,Apartment,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",2 Beds,2 Beds,60 Lakh
3 Beds,Apartment,"Nurer Chala, Badda, Dhaka",3 Beds,3 Beds,72 Lakh
3 Beds,Apartment,"4 No Chandgaon Ward, Chattogram",3 Beds,3 Beds,75.13 Lakh
3 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.2 Crore
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,79 Lakh
3 Beds,Apartment,"Shantinagar, Dhaka",3 Beds,3 Beds,80 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,79 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,79 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,79 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"15 No. Bagmoniram Ward, Chattogram",3 Beds,3 Beds,1.45 Crore
4 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",4 Beds,4 Beds,1.95 Crore
3 Beds,Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Section 10, Mirpur, Dhaka",3 Beds,3 Beds,59.67 Lakh
3 Beds,Apartment,"Shitol Jhorna R/A, Star Housing Society, Kulgaon, Bayazid, Chattogram",3 Beds,3 Beds,45 Lakh
3 Beds,Apartment,"Section 10, Mirpur, Dhaka",3 Beds,3 Beds,59.67 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,60 Lakh
2 Beds,Apartment,"Section 10, Mirpur, Dhaka",2 Beds,2 Beds,42.75 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,52 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,50 Lakh
2 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",2 Beds,2 Beds,75 Lakh
4 Beds,Apartment,"Dhanmondi, Dhaka",4 Beds,4 Beds,5 Crore
3 Beds,Apartment,"South Agrabad, Double Mooring, Chattogram",3 Beds,3 Beds,45 Lakh
3 Beds,Apartment,"South Badda, Badda, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Manikdi, Cantonment, Dhaka",3 Beds,3 Beds,55 Lakh
3 Beds,Apartment,"Avenue 9, Mirpur DOHS, Mirpur, Dhaka",3 Beds,3 Beds,1.68 Crore
3 Beds,Apartment,"Sector 2, Block H, Aftab Nagar, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Sector 12, Uttara, Dhaka",3 Beds,3 Beds,1.3 Crore
3 Beds,Apartment,"Sector 12, Uttara, Dhaka",3 Beds,3 Beds,1.3 Crore
2 Beds,Apartment,"Rupnagar R/A, Mirpur, Dhaka",2 Beds,2 Beds,45 Lakh
6 Beds,Building,"Lake View Society, South Pirerbag, Pirerbag, Mirpur, Dhaka",6 Beds,6 Beds,1 Crore
7 Beds,Building,"Dattapara, Tongi, Gazipur Sadar Upazila, Gazipur",7 Beds,7 Beds,1.6 Crore
,Plot,"Block C, S M Aabashon Ltd, Rupganj, Narayanganj, Narayanganj City",,,80 Lakh
3 Beds,Apartment,"Uttar Namapara, Namapara, Khilkhet, Dhaka",3 Beds,3 Beds,44 Lakh
2 Beds,Apartment,"North Arichpur, Arichpur, Tongi, Gazipur Sadar Upazila, Gazipur",2 Beds,2 Beds,20 Lakh
3 Beds,Apartment,"Banani, Dhaka",3 Beds,3 Beds,3 Crore
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,93 Lakh
2 Beds,Apartment,"Kamlapur, Motijheel, Dhaka",2 Beds,2 Beds,52.98 Lakh
3 Beds,Apartment,"Sangbadik Co-operative Housing Society, Bayazid, Chattogram",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Agargaon, Dhaka",3 Beds,3 Beds,66 Lakh
3 Beds,Apartment,"Agargaon, Dhaka",3 Beds,3 Beds,68 Lakh
3 Beds,Apartment,"Middle Bashabo, Bashabo, Dhaka",3 Beds,3 Beds,92 Lakh
3 Beds,Apartment,"Auchpara, Tongi, Gazipur Sadar Upazila, Gazipur",3 Beds,3 Beds,40 Lakh
3 Beds,Apartment,"Kalabagan, Dhaka",3 Beds,3 Beds,1.65 Crore
2 Beds,Apartment,"Kazir Dewri, Chattogram",2 Beds,2 Beds,65 Lakh
